INDEX	ORIGINAL	TRANSLITERATED	PHONETIC	PARTOFSPEECH	STRONG	HTMLDEF
5178	uperuyow	Huperupsoo	hoop-er-oop-so'-o	Verb	5251	1. Metaph. to exalt to the highest rank and power, raise to supreme majesty.\2. To extol most highly.\3. To be lifted up with pride, exalted beyond measure.\4. To carry one's self loftily.
5179	uperfronew	Huperphroneo	hoop-er-fron-eh'-o	Verb	5252	To think more highly of one's self than is proper.
5180	uperwon	Huperoon	hoop-er-o'-on	Noun Neuter	5253	1. The highest part of the house, the upper rooms or story where the women resided.\2. A room in the upper part of a house, sometimes built upon the flat roof of the house, whither Orientals were wont to retire in order to sup, meditate, pray.
5181	upecw	Hupecho	hoop-ekh'-o	Verb	5254	1. To hold under, to put under, place underneath.\2. Metaph. to sustain, undergo.\    A. Suffer punishment.
5182	uphkooV	Hupekoos	hoop-ay'-ko-os	Adjective	5255	Giving ear, obedient.
5183	uphretew	Hupereteo	hoop-ay-ret-eh'-o	Verb	5256	1. To act as a rower, to row.\2. To minister, render services.
5184	uphrethV	Huperetes	hoop-ay-ret'-ace	Noun Masculine	5257	1. Servant.\    A. An underrower, subordinate rower.\    B. Any one who serves with hands: a servant.\        1. In the NT of the officers and attendants of magistrates as -- of the officer who executes penalties.\        2. Of the attendants of a king, servants, retinue, the soldiers of a king, of the attendant of a synagogue.\        3. Of any one ministering or rendering service.\    C. Any one who aids another in any work.\        1. An assistant.\        2. Of the preacher of the gospel.
5185	upnoV	Hupnos	hoop'-nos	Noun Masculine	5258	Sleep.
5186	upo	Hupo	hoop-o'	Preposition	5259	By, under.
5187	upoballw	Hupoballo	hoop-ob-al'-lo	Verb	5260	1. To throw or put under.\2. To suggest to the mind.\3. To instruct privately, instigate, to bribe or induce (someone) unlawfully or secretly to perform some misdeed or commit a crime.\4. To induce (a person esp. a witness) to give false testimony.
5188	upogrammoV	Hupogrammos	hoop-og-ram-mos'	Noun Masculine	5261	1. A writing copy, including all the letters of the alphabet, given to beginners as an aid in learning to draw them.\2. An example set before one.
5189	upodeigma	Hupodeigma	hoop-od'-igue-mah	Noun Neuter	5262	1. A sign suggestive of anything, delineation of a thing, representation, figure, copy.\2. An example: for imitation.\    A. Of the thing to be imitated.\    B. For a warning, of a thing to be shunned.
5190	upodeiknumi	Hupodeiknumi	hoop-od-ike'-noo-mee	Verb	5263	1. To show by placing under (i.e. before) the eyes.\2. To show by words and arguments, i.e. to teach.\3. To show by make known future things.
5191	upodecomai	Hupodechomai	hoop-od-ekh'-om-ahee	Verb	5264	To receive as a guest.
5192	upodew	Hupodeo	hoop-od-eh'-o	Verb	5265	1. To underbind.\2. To bind under one's self, bind on.
5193	upodhma	Hupodema	hoop-od'-ay-mah	Noun Neuter	5266	What is bound under, a sandal, a sole fastened to the foot with thongs.
5194	upodikoV	Hupodikos	hoop-od'-ee-kos	Adjective	5267	1. Under judgment, one who lost his suit.\2. Debtor to one, owing satisfaction to.\    A. Of liable to punishment from God.
5195	upozugion	Hupozugion	hoop-od-zoog'-ee-on	Adjective	5268	1. Under the yoke.\2. A beast of burden, an ass.\    A. The ass was the common animal used by the Orientals on journey and for carrying burdens.
5196	upozwnnumi	Hupozonnumi	hoop-od-zone'-noo-mee	Verb	5269	1. To undergird.\    A. To bind a ship together laterally: i.e. with girths or cables, to enable it to survive the force of waves and tempest.
5197	upokatw	Hupokato	hoop-ok-at'-o	Verb	5270	Under, underneath.
5198	upokrinomai	Hupokrinomai	hoop-ok-rin'-om-ahee	Verb	5271	1. To take up another's statements in reference to what one has decided for one's self.\    A. To reply, answer.\2. To make answer (speak) on the stage.\    A. To impersonate anyone, play a part.\3. To simulate, feign, pretend.
5199	upokrisiV	Hupokrisis	hoop-ok'-ree-sis	Noun Feminine	5272	1. An answering.\2. An answer.\3. The acting of a stage player.\4. Dissimulation, hypocrisy.
5200	upokrithV	Hupokrites	hoop-ok-ree-tace'	Noun Masculine	5273	1. One who answers, an interpreter.\2. An actor, stage player.\3. A dissembler, pretender, hypocrite.
5201	upolambanw	Hupolambano	hoop-ol-am-ban'-o	Verb	5274	1. To take up in order to raise, to bear on high.\    A. To take up and carry away.\2. To receive hospitably, welcome.\3. To take up.\    A. Follow in speech, in order either to reply to or controvert or supplement what another has said.\4. To take up in the mind.\    A. To assume, suppose.
5202	upoleimma	Hupoleipo	hoop-ol-i'-po	Verb	5275	1. To leave behind.\2. To be left behind, left remaining.\    A. Of a survivor.
5203	upolhnion	Hupolenion	hoop-ol-ay'-nee-on	Noun Neuter	5276	A vessel placed under a press (and in the Orient usually sunk in the earth) to receive the expressed juice of the grapes, a pit.
5204	upolimpanw	Hupolimpano	hoop-ol-im-pan'-o	Verb	5277	To leave, leave behind.
5205	upomenw	Hupomeno	hoop-om-en'-o	Verb	5278	1. To remain.\    A. To tarry behind.\2. To remain i.e. abide, not recede or flee.\    A. To preserve: under misfortunes and trials to hold fast to one's faith in Jesus the Christ.\    B. To endure, bear bravely and calmly: ill treatments.
5206	upomimnhskw	Hupomimnesko	hoop-om-im-nace'-ko	Verb	5279	1. To cause one to remember, bring to remembrance, recall to mind: to another.\2. To put one in remembrance, admonish, of something.\3. To be reminded, to remember.
5207	upomnhsiV	Hupomnesis	hoop-om'-nay-sis	Noun Feminine	5280	1. A reminding.\2. Remembrance.
5208	upomonh	Hupomone	hoop-om-on-ay'	Noun Feminine	5281	1. Steadfastness, constancy, endurance.\    A. In the NT the characteristic of a man who is not swerved from his deliberate purpose and his loyalty to faith and piety by even the greatest trials and sufferings.\    B. Patiently, and steadfastly.\2. A patient, steadfast waiting for.\3. A patient enduring, sustaining, perseverance.
5209	uponoew	Huponoeo	hoop-on-o-eh'-o	Verb	5282	To suppose, surmise.
5210	uponoia	Huponoia	hoop-on'-oy-ah	Noun Feminine	5283	A surmising.
5211	upoplew	Hupopleo	hoop-op-leh'-o	Verb	5284	1. To sail under, that is, to sail close by.\2. To the leeward of.
5212	upopnew	Hupopneo	hoop-op-neh'-o	Verb	5285	1. To blow underneath.\2. To blow softly.
5213	upopodion	Hupopodion	hoop-op-od'-ee-on	Noun Neuter	5286	1. A footstool.\    A. To make one a footstool of one's feet, i.e. to subject, to reduce under one's power.\    B. Metaph. taken from the practice of conquerors who placed their feet on the necks of their conquered enemies.
5214	upostasiV	Hupostasis	hoop-os'-tas-is	Noun Feminine	5287	1. A setting or placing under.\    A. Thing put under, substructure, foundation.\2. That which has foundation, is firm.\    A. That which has actual existence.\        1. A substance, real being.\    B. The substantial quality, nature, of a person or thing.\    C. The steadfastness of mind, firmness, courage, resolution.\        1. Confidence, firm trust, assurance.
5215	upostellw	Hupostello	hoop-os-tel'-lo	Verb	5288	1. To draw back, let down, lower.\    A. To withdraw: of a timid person.\2. To withdraw one's self, i.e. to be timid, to cover, shrink.\    A. Of those who from timidity hesitate to avow what they believe.\    B. To be unwilling to utter from fear.\    C. To shrink from declaring, to conceal, dissemble.
5216	upostolh	Hupostole	hoop-os-tol-ay'	Noun Feminine	5289	The timidity of one stealthily retreating.
5217	upostrefw	Hupostrepho	hoop-os-tref'-o	Verb	5290	1. To turn back.\    A. To turn about.\2. To return.
5218	upostrwnnuw	Hupostronnumi	hoop-os-trone'-noo-mee	Verb	5291	To strew, spread under.
5219	upotagh	Hupotage	hoop-ot-ag-ay'	Noun Feminine	5292	1. The act of subjecting.\2. Obedience, subjection.
5220	upotassw	Hupotasso	hoop-ot-as'-so	Verb	5293	1. To arrange under, to subordinate.\2. To subject, put in subjection.\3. To subject one's self, obey.\4. To submit to one's control.\5. To yield to one's admonition or advice.\6. To obey, be subject.
5221	upotiqhmi	Hupotithemi	hoop-ot-ith'-ay-mee	Verb	5294	1. To place under.\2. Metaph. to supply, suggest (supply from one's own resources).
5222	upotrecw	Hupotrecho	hoop-ot-rekh'-o	Verb	5295	1. To run under.\    A. Of navigators.\        1. To run past a place on the shore, and therefore in a higher position.\        2. Running under the lee of.
5223	upotupwsiV	Hupotuposis	hoop-ot-oop'-o-sis	Noun Feminine	5296	1. An outline, sketch, brief and summary exposition.\2. An example, pattern.\    A. For an example of those who should hereafter believe.\    B. To show by the example of my conversation that the same grace which I had obtained would not be wanting also to those who should hereafter believe.
5224	upoferw	Hupophero	hoop-of-er'-o	Verb	5297	1. To bear by being under, bear up (a thing placed on one's shoulders).\2. To bear patiently, to endure.
5225	upocwrew	Hupochoreo	hoop-okh-o-reh'-o	Verb	5298	1. To go back.\2. Withdraw.
5226	upwpiazw	Hupopiazo	hoop-o-pee-ad'-zo	Verb	5299	1. To beat black and blue, to smite so as to cause bruises and livid spots.\    A. Like a boxer one buffets his body, handle it roughly, discipline by hardships.\2. Metaph.\    A. To give one intolerable annoyance.\        1. Beat one out, wear one out.\    B. By entreaties.\3. That part of the face that is under the eyes.
5227	uV	Hus	hoos	Noun Feminine	5300	Swine.
5228	usswpoV	Hussopos	hoos'-so-pos	Noun Feminine	5301	1. Hyssop.\2. A plant used by the Hebrews in their ritual sprinklings.
5229	usterew	Hustereo	hoos-ter-eh'-o	Verb	5302	1. Behind.\    A. To come late or too tardily.\        1. To be left behind in the race and so fail to reach the goal, to fall short of the end.\        2. Metaph. fail to become a partaker, fall back from.\    B. To be inferior in power, influence and rank.\        1. Of the person: to be inferior to.\    C. To fail, be wanting.\    D. To be in want of, lack.\2. To suffer want, to be devoid of, to lack (be inferior) in excellence, worth.
5230	usterhma	Husterema	hoos-ter'-ay-mah	Noun Neuter	5303	1. Deficiency, that which is lacking.\2. In reference to property and resources, poverty, want, destitution.
5231	usterhsiV	Husteresis	hoos-ter'-ay-sis	Noun Feminine	5304	Want, poverty.
5232	usteron	Husteron	hoos'-ter-on	Noun Neuter	5305	1. Latter, later, coming after, the second.\2. Afterward, after this, later, lastly.
5233	usteroV	Husteros	hoos'-ter-os	Adjective	5306	1. Latter, later, coming after, the second.\2. Afterward, after this, later, lastly.
5234	ufantoV	Huphantos	hoo-fan-tos'	Adjective	5307	Woven.
5235	uyhloV	Hupselos	hoop-say-los'	Adjective	5308	1. High, lofty.\    A. Exalted on high.\    B. With an uplifted arm, i.e. with signal power.\2. Metaph. eminent, exalted.\    A. In influence and honour.\    B. To set the mind on, to seek, high things (as honours and riches), to be aspiring.
5236	uyhlofronew	Hupselophroneo	hoop-say-lo-fron-eh'-o	Verb	5309	To be high minded, proud.
5237	uyistoV	Hupsistos	hoop'-sis-tos	Adverb	5310	1. Highest, most high.\    A. Of place: the highest regions.\    B. Of rank: the most high God.
5238	uyoV	Hupsos	hoop'-sos	Noun Neuter	5311	1. Height.\    A. Of measurement.\    B. Of place, heaven.\    C. Metaph. rank, high station.
5239	uyow	Hupsoo	hoop-so'-o	Verb	5312	1. To lift up on high, to exalt.\2. Metaph.\    A. To raise to the very summit of opulence and prosperity.\    B. To exalt, to raise to dignity, honour and happiness.
5240	uywma	Hupsoma	hoop'-so-mah	Noun Neuter	5313	1. Thing elevated, height.\    A. Of space.\    B. Elevated structure i.e. barrier, rampart, bulwark.
5241	fagoV	Phagos	fag'-os	Noun Masculine	5314	A voracious man, a glutton.
5242	fagomai	Phago	fag'-o	Verb	5315	1. To eat.\2. To eat (consume) a thing.\    A. To take food, eat a meal.\    B. Metaph. to devour, consume.
5243	fainw	Phaino	fah'-ee-no	Verb	5316	1. To bring forth into the light, cause to shine, shed light.\2. Shine.\    A. To shine, be bright or resplendent.\    B. To become evident, to be brought forth into the light, come to view, appear.\        1. Of growing vegetation, to come to light.\        2. To appear, be seen.\        3. Exposed to view.\    C. To meet the eyes, strike the sight, become clear or manifest.\        1. To be seen, appear.\    D. To appear to the mind, seem to one's judgment or opinion.
5244	Falek	Phalek	fal'-ek	Noun Masculine	5317	Peleg = "division".\The son of Eber.
5245	faneroV	Phaneros	fan-er-os'	Adjective	5318	1. Apparent, manifest, evident, known.\2. Manifestly.\    A. Plainly, clearly.\    B. Openly.
5246	fanerow	Phaneroo	fan-er-o'-o	Verb	5319	1. To make manifest or visible or known what has been hidden or unknown, to manifest, whether by words, or deeds, or in any other way.\    A. Make actual and visible, realised.\    B. To make known by teaching.\    C. To become manifest, be made known.\    D. Of a person.\        1. Expose to view, make manifest, to show one's self, appear.\    E. To become known, to be plainly recognised, thoroughly understood.\        1. Who and what one is.
5247	fasiV	Phasis	fas'-is	Noun Feminine	5334	1. In the Attic orators, the exposure of (informing against) those who have embezzled the property of the state, or violated the laws respecting the importation or exporting of merchandise, or defrauded their wards.\2. The disclosure of secret crime.
5248	faskw	Phasko	fas'-ko	Verb	5335	To affirm, allege, portend or profess.
5249	fatnh	Phatne	fat'-nay	Noun Feminine	5336	A crib, a manger.\Livestock feeding bins were the common cribs throughout Judea.
5250	fauloV	Phaulos	fow'-los	Adjective	5337	1. Easy, slight, ordinary, mean, worthless, of no account.\2. Ethically; bad, base, wicked.
5251	feggoV	Pheggos	feng'-gos	Noun Neuter	5338	1. Light.\    A. Of the moon.\    B. Of a candle or lamp.\2. The bright sunshine, the beam of light.
5252	feidomai	Pheidomai	fi'-dom-ahee	Verb	5339	1. To spare.\2. To abstain.
5253	feidomenwV	Pheidomenos	fi-dom-en'-oce	Adverb	5340	Sparingly.
5254	felonhV	Phelones	fel-on'-ace	Noun Masculine	5341	A travelling cloke, used for protection against stormy weather.
5255	ferw	Phero	fer'-o	Verb	5342	1. To carry.\    A. To carry some burden.\        1. To bear with one's self.\    B. To move by bearing; move or, to be conveyed or borne, with the suggestion of force or speed.\        1. Of persons borne in a ship over the sea.\        2. Of a gust of wind, to rush.\        3. Of the mind, to be moved inwardly, prompted.\    C. To bear up i.e. uphold (keep from falling).\        1. Of Jesus the Christ, the preserver of the universe.\2. To bear, i.e. endure, to endure the rigour of a thing, to bear patiently one's conduct, or spare one (abstain from punishing or destroying).\3. To bring, bring to, bring forward.\    A. To move to, apply.\    B. To bring in by announcing, to announce.\    C. To bear i.e. bring forth, produce; to bring forward in a speech.\    D. To lead, conduct.
5256	feugw	Pheugo	fyoo'-go	Verb	5343	1. To flee away, seek safety by flight.\2. Metaph. to flee (to shun or avoid by flight) something abhorrent, esp. vices.\3. To be saved by flight, to escape safely out of danger.\4. Poetically, to flee away, vanish.
5257	Fhlix	Phelix	fay'-lix	Noun Masculine	5344	Felix = "happy".\A Roman procurator of Judea appointed by the emperor Claudius in A.D. 53. He ruled the province in a mean, cruel, and profligate manner. His period of office was full of troubles and seditions. Paul was brought before Felix at Caesarea. He was remanded in prison, and kept there two years in hopes of extorting money from him. Acts 24:26,27. At the end of that time Porcius Festus was appointed to supersede Felix, who, on his return to Rome, was accused by the Jews in Caesarea, and would have suffered the penalty due to his atrocities had not his brother Pallas prevailed with the emperor Nero to spare him. The wife of Felix was Drusilla, daughter of Herod Agrippa I., who was his third wife and whom he persuaded to leave her husband and marry him.
5258	fhmh	Pheme	fay'-may	Noun Feminine	5345	Fame, report.
5259	fhmi	Phemi	fay-mee'	Verb	5346	1. To make known one's thoughts, to declare.\2. To say.
5260	FhstoV	Phestos	face'-tos	Noun Masculine	5347	[Porcius] Festus = "festival".\The successor of Felix as procurator of Judea.
